"source","target","weight","cross_college","papers"
"jnbocarr","mkanters","4","False","School sport policy and school-based physical activity environments an|Opportunities for Extracurricular Physical Activity in North Carolina |Measurement properties of constraints to sport participation: A psycho"
"amgrunde","cmtherio","1","True","Improving the Catalytic Activity of Hyperthermophilic Pyrococcus horik"
"classen","pkolar","1","False","Adsorption of Ammonia on Ozonated Activated Carbon"
"atbliksl","mgpapich","1","False","Distribution of enrofloxacin and its active metabolite, using an in vi"
"atstepan","dxie","1","False","A Small-Molecule Screen Identifies l-Kynurenine as a Competitive Inhib"
"dxie","jmalonso","1","False","A Small-Molecule Screen Identifies l-Kynurenine as a Competitive Inhib"
"jnbocarr","mbedward","3","False","Park-Based Physical Activity Among Children and Adolescents|Opportunities for Extracurricular Physical Activity in North Carolina |Participation in Interscholastic and Intramural Sport Programs in Midd"
"jnbocarr","ngcosco","1","True","Park-Based Physical Activity Among Children and Adolescents"
"mbedward","ngcosco","1","True","Park-Based Physical Activity Among Children and Adolescents"
"mbedward","mkanters","1","False","Opportunities for Extracurricular Physical Activity in North Carolina "
"gbuckner","tfang2","1","False","Hysteretic neural network modeling of spring-coupled piezoelectric act"
"spontak","tghosh","4","True","Enhanced Biomimetic Performance of Ionic Polymer–Metal Composite Actua|(Electro)mechanical behavior of selectively solvated diblock/triblock |Exceptional versatility of solvated block copolymer/ionomer networks a"
"clmarian","krmunana","1","False","The Cutaneous Trunci Muscle Reflex: A Predictor of Recovery in Dogs wi"
"clmarian","njolby","2","False","The Cutaneous Trunci Muscle Reflex: A Predictor of Recovery in Dogs wi|Characterization of Immune Cell Infiltration Into Canine Intracranial "
"clmarian","pjearly","1","False","The Cutaneous Trunci Muscle Reflex: A Predictor of Recovery in Dogs wi"
"krmunana","njolby","2","False","The Cutaneous Trunci Muscle Reflex: A Predictor of Recovery in Dogs wi|Possible Drug-Induced Hepatopathy in a Dog Receiving Zonisamide Monoth"
"krmunana","pjearly","1","False","The Cutaneous Trunci Muscle Reflex: A Predictor of Recovery in Dogs wi"
"njolby","pjearly","1","False","The Cutaneous Trunci Muscle Reflex: A Predictor of Recovery in Dogs wi"
"flowers","gwalmond","1","True","Effects of stress associated with weaning on the adaptive immune syste"
"avlebude","sdfrank","1","False","Season-Long Insecticide Efficacy for Hemlock Woolly Adelgid,<i>Adelges"
"efimenko","jgenzer","2","False","Poly(vinylmethylsiloxane) Elastomer Networks as Functional Materials f|Time Dependence of Lysozyme Adsorption on End-Grafted Polymer Layers o"
"efimenko","jmhaugh","1","False","Poly(vinylmethylsiloxane) Elastomer Networks as Functional Materials f"
"jgenzer","jmhaugh","1","False","Poly(vinylmethylsiloxane) Elastomer Networks as Functional Materials f"
"davidian","stefansk","1","False","A Moment-Adjusted Imputation Method for Measurement Error Models"
"lvschnab","mgpapich","1","False","Pharmacokinetics and distribution of minocycline in mature horses afte"
"jgookin","mgpapich","1","False","Ronidazole pharmacokinetics after intravenous and oral immediate-relea"
"bwkeene","sptou","2","False","Pulmonary atresia and ventricular septal defect with aortopulmonary co|ECG of the Month"
"japiedra","njolby","1","False","GENERATION AND CHARACTERISATION OF INDUCED PLURIPOTENT STEM CELLS (iPS"
"kaharfou","rouskas","1","False","Online algorithms for advance resource reservations"
"cjthomas","jburk","1","True","Porewater advection of ammonium into the Neuse River Estuary, North Ca"
"moorman","mrburche","1","True","Cropland edge, forest succession, and landscape affect shrubland bird "
"eooviedo","mdkoci","2","False","Maternal antibody transfer to broiler progeny varies among strains and|Effects of broiler breeder genetic, diet type, and feeding program on "
"eooviedo","rdmalhei","3","False","Maternal antibody transfer to broiler progeny varies among strains and|Effects of broiler breeder genetic, diet type, and feeding program on |Broiler Breeder Trace Mineral Nutrition and Feeding Practices on Embry"
"mdkoci","rdmalhei","2","False","Maternal antibody transfer to broiler progeny varies among strains and|Effects of broiler breeder genetic, diet type, and feeding program on "
"dosmond","sscaag","1","False","Phosphorus leaching in a sandy soil as affected by organic and inorgan"
"bgilger","gsseiler","1","False","Effect and Distribution of Contrast Medium after Injection into the An"
"jcallair","sdneuper","1","False","Age Differences in Daily Predictors of Forgetting to Take Medication: "
"iyoon","peaveret","2","False","Older Lesbian Sexuality: Identity, Sexual Behavior, and the Impact of |Older Lesbians: Experiences of Aging, Discrimination and Resilience"
"lyons","njmoore3","2","False","Flame Hysteresis Effects in Methane Jet Flames in Air-Coflow|Investigation of Jet-Flame Blowout with Lean-Limit Considerations"
"agopalar","jredward","1","False","Investigations of Lift-Based Pitch-Plunge Equivalence for Airfoils at "
"jayoder","kbadler","1","True","Two Myristoylated Alanine-Rich C-Kinase Substrate (MARCKS) Paralogs ar"
"pdbradfo","yuan","2","True","Producing superior composites by winding carbon nanotubes onto a mandr|Mechanical and electrical property improvement in CNT/Nylon composites"
"gnp","jbtracy","3","False","Coating Alumina on Catalytic Iron Oxide Nanoparticles for Synthesizing|Sinter-free phase conversion and scanning transmission electron micros|Order-Disorder Phase Conversion of FePt Nanoparticles for Ultrahigh-De"
"gnp","pdbradfo","1","True","Coating Alumina on Catalytic Iron Oxide Nanoparticles for Synthesizing"
"jbtracy","pdbradfo","1","True","Coating Alumina on Catalytic Iron Oxide Nanoparticles for Synthesizing"
"efimenko","odvelev","1","False","Ultrathin film coatings of aligned cellulose nanocrystals from a conve"
"jbtracy","spontak","1","False","Long-Range Alignment of Gold Nanorods in Electrospun Polymer Nano/Micr"
"mddickey","odvelev","2","False","Towards All‐Soft Matter Circuits: Prototypes of Quasi‐Liquid Devices w|Ionic Current Rectification in Soft‐Matter Diodes with Liquid‐Metal El"
"chhaigle","wftb","1","False","Starch self‐processing in transgenic sweet potato roots expressing a h"
"chhaigle","yencho","1","False","Starch self‐processing in transgenic sweet potato roots expressing a h"
"wftb","yencho","1","False","Starch self‐processing in transgenic sweet potato roots expressing a h"
"jrbochin","liclarke","2","False","Embedded metal nanoparticles as localized heat sources: An alternative|Edge electrospinning for high throughput production of quality nanofib"
"evheugte","jodle","2","False","Sow and litter response to supplemental dietary fat in lactation diets|Evaluation of the nutritional value of glycerol for nursery pigs"
"csdepern","mnpeters","2","False","Effects of crop field characteristics on nocturnal winter use by Ameri|Assessing Dog Hunter Identity in Coastal North Carolina"
"csdepern","moorman","1","False","Effects of crop field characteristics on nocturnal winter use by Ameri"
"csdepern","rheinig","1","True","Effects of crop field characteristics on nocturnal winter use by Ameri"
"mnpeters","moorman","1","False","Effects of crop field characteristics on nocturnal winter use by Ameri"
"mnpeters","rheinig","1","True","Effects of crop field characteristics on nocturnal winter use by Ameri"
"moorman","rheinig","1","True","Effects of crop field characteristics on nocturnal winter use by Ameri"
"lrfishe1","rjricha2","1","False","Effect of Simulated Aminocyclopyrachlor Drift on Flue-Cured Tobacco"
"fldelosr","jducoste","2","False","Anaerobic co-digestion of fat, oil, and grease (FOG): A review of gas |Evidence for Fat, Oil, and Grease (FOG) Deposit Formation Mechanisms i"
"fldelosr","tnaziz","1","False","Anaerobic co-digestion of fat, oil, and grease (FOG): A review of gas "
"jducoste","tnaziz","2","False","Anaerobic co-digestion of fat, oil, and grease (FOG): A review of gas |Assessment of Internal and External Grease Interceptor Performance for"
"qyxiang","rgfranks","1","False","Phylogeny‐based developmental analyses illuminate evolution of inflore"
"qyxiang","wahoffma","1","False","Recent vicariance and the origin of the rare, edaphically specialized "
"awhitfi","drotenb","1","False","Analysis of expressed sequence tags from Maize mosaic rhabdovirus-infe"
"hliu4","mbgoshe","1","False","Development and Application of a Phosphoproteomic Method Using Electro"
"emzechma","gmkumar","1","False","Coupling of logistic regression analysis and local search methods for "
"emzechma","ranji","1","False","Coupling of logistic regression analysis and local search methods for "
"gmkumar","ranji","1","False","Coupling of logistic regression analysis and local search methods for "
"gabr","kowalsky","2","False","Simplified Lateral Analysis of Deep Foundation Supported Bridge Bents:|Configuration Optimization of Drilled Shafts Supporting Bridge Structu"
"dbrown","fmeille","1","False","Conformational Changes in Sindbis Virus Induced by Decreased pH Are Re"
"fmeille","rhernan2","1","False","Conformational Changes in Sindbis Virus Induced by Decreased pH Are Re"
"bgilger","japiedra","1","False","Production of ELOVL4 transgenic pigs: a large animal model for Stargar"
"ebbreits","mgpapich","1","False","Antimicrobial use guidelines for treatment of urinary tract disease in"
"jslindse","mtanigu","3","False","Encoding isotopic watermarks in molecular electronic materials as an a|Photophysical Properties and Electronic Structure of Stable, Tunable S|Virtual Libraries of Tetrapyrrole Macrocycles. Combinatorics, Isomers,"
"cwcahoon","evheugte","1","False","Distribution of ten antibiotic resistance genes in E. coli isolates fr"
"bgilger","sesuter","1","False","Diagnosis of intraocular lymphosarcoma in a dog by use of a polymerase"
"coby","drtarpy","1","False","Effects of Instrumental Insemination and Insemination Quantity on Dufo"
"narayan","rjnaraya","1","False","Epitaxial VO2/Cr2O3/sapphire heterostructure for multifunctional appli"
"mhpoore","pdsicili","1","False","Determination of Pasture Dry Matter Intake Rates in Different Seasons "
"mhpoore","sepratt2","1","False","Determination of Pasture Dry Matter Intake Rates in Different Seasons "
"rbarker","wjasper","1","False","Application of electrostatic force microscopy on characterizing an ele"
"lsgoodel","nkcooke","1","False","Cooperative Learning in Nutrition Through the Life Cycle: An Inside-Ou"
"bmasmith","jytzeng","1","False","Studying Gene and Gene-Environment Effects of Uncommon and Common Vari"
"ajplanch","cjmattin","1","False","Aquatic models, genomics and chemical risk management"
"dmnielse","mbreen3","1","True","Characterization of canine osteosarcoma by array comparative genomic h"
"mroe","sorenson","1","False","Resistance monitoring of Heliothis virescens to pyramided cotton varie"
"bsunderw","kim","5","False","Reduced Testing Protocol for Measuring the Confined Dynamic Modulus of|Thixotropic Characteristics of Asphalt Binder|Healing characteristics of asphalt binder"
"hashraf2","miorizz","1","False","De novo assembly and characterization of the carrot transcriptome reve"
"frey","rasdorf","1","False","Assessing Effects of Operational Efficiency on Pollutant Emissions of "
"jsstoneb","rbhandfi","2","False","Impact factor as a metric to assess journals where OM research is publ|NC State's Supply Chain Resource Cooperative Educates in the Real Worl"
"aismirno","mvoynov","2","False","Surface Electrostatics Associated with Lipid Bilayer Curvature|Spin labels and spin probes for measurements of local pH and electrost"
"anveleva","dslalush","1","False","Efficient In Vivo Selection of a Novel Tumor-Associated Peptide from a"
"cmaltec","msashwel","1","False","A genome-wide association study of direct gestation length in US Holst"
"atbliksl","mdkoci","1","True","Characterization of turkey inducible nitric oxide synthase and identif"
"cpmorris","eaison","1","False","Synthesis and characterization of oxorhenium(v) diamido pyridine compl"
"dmnielse","njolby","1","True","Genome-wide linkage study of atopic dermatitis in West Highland White "
"kaunocic","rrunocic","1","False","Characterization of Pre- and Post-Service Grain Boundary Phases in a C"
"mrburche","wfhunt","2","False","Feasibility of a Dune Infiltration System to Protect North Carolina Be|Organic nitrogen exports from urban stormwater wetlands in North Carol"
"hubbe","jjpawlak","1","False","Water vapor barrier properties of coated and filled microfibrillated c"
"hubbe","richardv","1","False","Water vapor barrier properties of coated and filled microfibrillated c"
"csdepern","ebbreits","1","True","Bartonella spp. in Feral Pigs, Southeastern United States"
"csdepern","rgmaggi","1","True","Bartonella spp. in Feral Pigs, Southeastern United States"
"lsgoodel","vgcarraw","1","False","Engaging Preschool Children with Inquiry-Based Nutrition Education"
"smlukic","zpantic","1","False","A new tri-state-boost-based pickup topology for inductive power transf"
"baran","sbhatta4","1","False","Performance evaluation of solid state transformer based microgrid in F"
"baran","smlukic","1","False","Performance evaluation of solid state transformer based microgrid in F"
"sbhatta4","smlukic","1","False","Performance evaluation of solid state transformer based microgrid in F"
"anbryan2","jggayles","1","False","The Relationship between Civic Behavior and Civic Values: A Conceptual"
"kowalsky","thassan","2","False","Reversed Cyclic Flexural Behavior of Spiral DSAW and Single Seam ERW S|Validation of a single-mode polymer optical fiber sensor and interroga"
"jtascenc","lkhanley","1","False","Interaction between Geminivirus Replication Protein and the SUMO-Conju"
"jhvanzan","spontak","1","False","Selectively solvated triblock copolymer networks under biaxial strain"
"jgenzer","spontak","1","False","Block copolymer self-organization vs. interfacial modification in bila"
"hall","jgenzer","2","False","Effect of copolymer compatibilizer sequence on the dynamics of phase s|Phase Separation Dynamics for a Polymer Blend Compatibilized by Protei"
"jwalgenb","mroe","1","False","Development of a rapid resistance monitoring bioassay for codling moth"
"franzen","mbgoshe","1","True","Mass Spectrometric Detection of Targeting Peptide Bioconjugation to <i"
"akrings","qyxiang","1","False","On the Identity of the Weedy Bittercresses (<i>Cardamine</i> : Brassic"
"aismirno","tismirno","1","False","Role of Electrostatic and Hydrogen Bonding Environment in Sequestering"
"dlirving","rcollaz","1","False","Surfactant-enabled epitaxy through control of growth mode with chemica"
"dlirving","sitar","1","False","Surfactant-enabled epitaxy through control of growth mode with chemica"
"kjpeters","zikry","2","False","Wavelength hopping due to spectral distortion in dynamic fiber Bragg g|Full-spectral interrogation of fiber Bragg grating sensors for damage "
"jlheitma","mrburche","1","False","Surface shading effects on soil C loss in a temperate muck soil"
"jlheitma","sscmjv","1","False","Surface shading effects on soil C loss in a temperate muck soil"
"mrburche","sscmjv","1","False","Surface shading effects on soil C loss in a temperate muck soil"
"kakosenk","rjhurley","2","False","Uncertain Terms: Message Features of Online Cancer News|Sources of the Uncertainty Experienced by Women With HPV"
"jbbarcen","mlsikes","1","True","The intestinal microbiota, gastrointestinal environment and colorectal"
"oaharrys","tjhorn","1","False","Development and validation of a canine radius replica for mechanical t"
"fisik","jsking5","1","False","Genetic effects on transpiration, canopy conductance, stomatal sensiti"
"rdewey","rslewis","1","False","Development of CAPS and dCAPS markers for CYP82E4, CYP82E5v2 and CYP82"
"csdepern","sthakur","1","True","Detection of Clostridium difficile and Salmonella in Feral Swine Popul"
"ajbirken","mgpapich","1","False","Pharmacokinetics of diminazene diaceturate in healthy cats"
"jaosborn","pkolar","1","True","KI-impregnated oyster shell as a solid catalyst for soybean oil transe"
"hubbe","spark","1","False","Permeation of a cationic polyelectrolyte into mesoporous silica"
"richardv","rwgonzal","1","False","Economics of cellulosic ethanol production in a thermochemical pathway"
"avkuznet","wjasper","1","True","Distribution characteristics of exhaust gases and soot particles in a "
"njolby","tdefranc","1","False","Clinical progression of X-linked muscular dystrophy in two German Shor"
"hall","odvelev","1","False","Phase diagram of two-dimensional systems of dipole-like colloids"
"arbinder","dmberube","1","False","Comparing nanoparticle risk perceptions to other known EHS risks"
"gefernan","pmperkin","1","False","Comparison of Flavonoid Composition of Red Raspberries (Rubus idaeus L"
"aseyam","jducoste","1","True","MODELING TORTUOSITY IN THIN FIBROUS POROUS MEDIA USING COMPUTATIONAL F"
"rriehn","sflim","1","False","Density fluctuations dispersion relationship for a polymer confined to"
"jayoder","nmnascon","1","True","A photoactivatable small-molecule inhibitor for light-controlled spati"
"evheugte","skim22","1","False","Occurrence and Decontamination of Mycotoxins in Swine Feed"
"hhuang11","mliu10","1","False","Preliminary design of a terrain recognition system"
"msmorril","rclark","3","False","THE ROLE OF FINANCIAL LITERACY IN DETERMINING RETIREMENT PLANS|Pension Plan Distributions: The Importance of Financial Literacy|The funding status of retiree health plans in the public sector"
"msmorril","sgallen","2","False","THE ROLE OF FINANCIAL LITERACY IN DETERMINING RETIREMENT PLANS|Pension Plan Distributions: The Importance of Financial Literacy"
"rclark","sgallen","2","False","THE ROLE OF FINANCIAL LITERACY IN DETERMINING RETIREMENT PLANS|Pension Plan Distributions: The Importance of Financial Literacy"
"mgjones3","mrblanch","1","False","Differential Use of Elementary Science Kits"
"jonr","yencho","1","False","Root Piece Planting in Sweetpotato—A Synthesis of Previous Research an"
"bwkeene","tdefranc","1","False","ECG of the Month"
"sptou","tdefranc","1","False","ECG of the Month"
"bcjohns2","tvyoung","1","False","The Politics of Education and Equity in Turbulent Times: An Introducti"
"dcmuddim","jbudhat","1","True","Stable-Isotope Labeled Hydrophobic Hydrazide Reagents for the Relative"
"evheugte","xilin","1","False","Evaluation of the nutritional value of glycerol for nursery pigs"
"aryoung","mpgreen2","2","False","The Majorana Experiment|The MAJORANA Experiment"
"jmcasper","mbedward","1","False","Participation in Interscholastic and Intramural Sport Programs in Midd"
"kjpeters","kowalsky","1","False","Validation of a single-mode polymer optical fiber sensor and interroga"
"kjpeters","thassan","1","False","Validation of a single-mode polymer optical fiber sensor and interroga"
"coby","fgould","1","False","Field Observations of Oviposition by a Specialist Herbivore on Plant P"
"boos","stefansk","2","False","FSR methods for second-order regression models|<i>P</i>-Value Precision and Reproducibility"
