uid,name,shib_role,shib_title,orcid,college,department,nc_state_affiliations,works_count,open_access_works_count,sdg_work_count_by_wos_1,sdg_work_count_by_wos_2,sdg_work_count_by_wos_3,sdg_work_count_by_wos_4,sdg_work_count_by_wos_5,sdg_work_count_by_wos_6,sdg_work_count_by_wos_7,sdg_work_count_by_wos_8,sdg_work_count_by_wos_9,sdg_work_count_by_wos_10,sdg_work_count_by_wos_11,sdg_work_count_by_wos_12,sdg_work_count_by_wos_13,sdg_work_count_by_wos_14,sdg_work_count_by_wos_15,sdg_work_count_by_wos_16,sdg_work_count_by_wos_17
agrinba,Alon Greenbaum,faculty,Asst Professor,,College of Engineering,Biomedical Engineering,Biomedical Engineering; Comparative Medicine Institute; Coastal Resilience and Sustainability Initiative; Biomedical Engineering; High-dimensional Integration of Biological Systems; Bioinformatics Research Center,24,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agorny,Adrienne Gorny,faculty,Assoc Professor,https://orcid.org/0000-0001-5719-7076,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; N.C. Plant Sciences Initiative,45,16,0,16,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0
ejgruber,Erika Gruber,faculty,Assoc Professor,https://orcid.org/0000-0002-3883-8058,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology; Comparative Medicine Institute,21,14,0,0,10,0,0,0,0,0,0,0,0,0,2,0,2,0,0
ncgoldma,Nathan Goldman,faculty,Professor,https://orcid.org/0000-0003-2948-1584,Poole College of Management,Accounting,Accounting,47,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wbgriff2,Whitney Griffin,faculty,Asst Clinical Professor,,College of Humanities and Social Sciences,Psychology,Psychology,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rgelfan,Rachel Gelfand,faculty,Asst Teaching Professor,,College of Humanities and Social Sciences,Interdisciplinary Studies,Interdisciplinary Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrdunn,Rob Dunn,faculty,Vice Provost,https://orcid.org/0000-0002-6030-4837,NC State Administration and Offices,Office of the Executive Vice Chancellor and Provost,"Applied Ecology; Leadership in Public Science; Genetic Engineering and Society; Applied Ecology; Global Water, Sanitation and Hygiene; Office of the Executive Vice Chancellor and Provost; Comparative Medicine Institute; Southeast Climate Adaptation Science Center; Genetics and Genomics Academy; Office of the Executive Vice Chancellor and Provost; Genetic Engineering and Society Center",317,180,1,15,68,0,1,5,1,0,0,0,12,1,68,53,146,4,0
wdavis,William Davis,faculty,Professor,https://orcid.org/0000-0002-9338-1441,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering; Electrical and Computer Engineering,121,7,0,0,3,0,0,0,2,0,13,0,4,0,0,0,0,0,0
tsdash,Terence Dash,faculty,Senior Lecturer,,NC State Administration and Offices,Physical Education,Physical Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ejdempst,Elizabeth Dempster,faculty,Senior Lecturer,,College of Sciences,Mathematics,Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgdunn4,Corey Dunn,faculty,Unpaid Faculty All Ranks,https://orcid.org/0000-0002-7102-2165,College of Agriculture and Life Sciences,Applied Ecology,Applied Ecology,18,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0
jhdorfma,Jeffrey Dorfman,faculty,Professor,,College of Agriculture and Life Sciences,Agricultural and Resource Economics,Agricultural and Resource Economics,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aadillah,Ajamu Dillahunt-Holloway,faculty,Asst Professor,https://orcid.org/0009-0000-6013-7656,College of Humanities and Social Sciences,History,History,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adesimo,Alberto De Simoni,faculty,Asst Teaching Professor,,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mday2,Meg Day,faculty,Assoc Professor,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmdanahe,Rosemary Danaher,faculty,Lecturer,,College of Sciences,Statistics,Statistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agduffy,Alli Duffy,faculty,Asst Research Professor,https://orcid.org/0000-0002-7069-5384,College of Sciences,Biological Sciences,Biological Sciences; Global One Health Academy,37,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jwdoser,Jeffrey Doser,faculty,Asst Professor,https://orcid.org/0000-0002-8950-9895,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources,27,20,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
jdoming4,Carlos Dominguez Diaz,faculty,Lecturer,https://orcid.org/0009-0006-0824-1927,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tcdow,Tom Dow,faculty,Lecturer,,Poole College of Management,Accounting,Accounting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmfarazm,Mohammad Farazmand,faculty,Assoc Professor,https://orcid.org/0000-0001-5836-6425,College of Sciences,Mathematics,Mathematics; Coastal Resilience and Sustainability Initiative,48,39,0,2,2,0,0,0,0,0,0,0,1,0,4,1,3,0,0
xfang8,Xiaolei Fang,faculty,Assoc Professor,https://orcid.org/0000-0002-0215-0403,College of Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,Edward P. Fitts Department of Industrial & Systems Engineering; Edward P. Fitts Department of Industrial & Systems Engineering; Center for Additive Manufacturing and Logistics; Edward P. Fitts Department of Industrial & Systems Engineering,33,6,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
pflynn,Patrick Flynn,faculty,Asst Professor,https://orcid.org/0000-0002-0350-8913,Poole College of Management,"Management, Innovation and Entrepreneurship","Management, Innovation and Entrepreneurship",8,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mmsloan,Marissa Franzen,faculty,Asst Teaching Professor,,College of Education,"Science, Technology, Engineering, & Mathematics Education","Science, Technology, Engineering, & Mathematics Education",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
djfavre,Donavon Favre,faculty,Lecturer,,Poole College of Management,"Information Technology, Analytics, & Operations","Information Technology, Analytics, & Operations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfarfur,Dima Farfurnik,faculty,Asst Professor,https://orcid.org/0000-0002-8369-361X,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jrfletc2,Josh Fletcher,faculty,Asst Professor,,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology; Global One Health Academy,6,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlfailla,Marcelitte Failla,faculty,Asst Professor,https://orcid.org/0000-0002-4925-6416,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaferede,Etana Ferede,faculty,Asst Teaching Professor,,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cflemin5,Charles Fleming,faculty,Lecturer,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfuzesi,Barbara Fuzesi,faculty,Lecturer,,Poole College of Management,Finance,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arellis,Alan Ellis,faculty,Head,https://orcid.org/0000-0002-7659-6969,College of Humanities and Social Sciences,Social Work,Social Work,78,39,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mbedward,Michael Edwards,faculty,Professor,https://orcid.org/0000-0003-0974-4009,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management",77,17,0,0,34,0,0,0,0,0,3,0,9,0,0,0,0,0,0
amjacob,Anna Egalite,faculty,Professor,https://orcid.org/0000-0003-1550-5311,College of Education,"Educational Leadership, Policy, and Human Development","Education; Educational Leadership, Policy, and Human Development",118,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
berdim,Burak Erdim,faculty,Assoc Professor,,College of Design,Architecture,Architecture,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klender,Ken Ender,faculty,Professor of the Practice,,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zchen21,Audrey Emerson,faculty,Senior Lecturer,,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arescobe,Adolfo Escobedo,faculty,Assoc Professor,https://orcid.org/0000-0002-4843-3564,College of Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,31,9,1,1,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0
eedobor,Edeoba Edobor,faculty,Asst Teaching Professor,https://orcid.org/0000-0003-1266-953X,College of Agriculture and Life Sciences,Agricultural and Resource Economics,Agricultural and Resource Economics,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jfeng2,Jing Feng,faculty,Professor,,College of Humanities and Social Sciences,Psychology,Psychology; Edward P. Fitts Department of Industrial & Systems Engineering,42,14,0,0,7,1,0,0,0,0,1,0,14,0,0,0,0,0,0
acfahren,Adam Fahrenholz,faculty,Professor,https://orcid.org/0000-0002-3998-7151,College of Agriculture and Life Sciences,Prestage Department of Poultry Science,Prestage Department of Poultry Science,97,24,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
aafox,Andrew Fox,faculty,Professor,,College of Design,Landscape Architecture and Environmental Planning,Center for Geospatial Analytics; Landscape Architecture and Environmental Planning; Coastal Dynamics Design Lab,6,4,0,3,3,0,0,5,0,0,3,0,3,0,5,5,0,0,0
dcfitzp2,David Fitzpatrick,faculty,Assoc Teaching Professor,https://orcid.org/0009-0007-2119-9038,College of Humanities and Social Sciences,Social Work,Social Work,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rnbechto,Randall Bechtolt,faculty,Senior Lecturer,,NC State Administration and Offices,Physical Education,Physical Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kabush,Kimberly Bush,faculty,Associate Department Head & Community Program Coordinator  Teaching Professor,,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management",26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdbeckma,Gary Beckman,faculty,Teaching Professor,https://orcid.org/0000-0001-9681-2967,University College,Music,Music,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dofreyte,Donald Freytes,faculty,Assoc Professor,,College of Engineering,Biomedical Engineering,Biomedical Engineering; Biomedical Engineering; Comparative Medicine Institute,50,24,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kbflores,Kevin Flores,faculty,Professor,,College of Sciences,Mathematics,Mathematics; Precision Medicine,47,31,0,0,29,0,0,1,0,0,0,0,0,0,1,1,1,0,0
jaforre3,Jodi Forrester,faculty,Assoc Professor,https://orcid.org/0000-0002-4606-0776,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources; Coastal Resilience and Sustainability Initiative,47,15,0,6,0,0,0,0,0,0,0,0,0,0,15,6,18,0,0
fsantos2,Frederico Freitas,faculty,Assoc Professor,https://orcid.org/0000-0002-8662-0627,College of Humanities and Social Sciences,History,History; History; Visual Narrative,48,7,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0
slfowler,Sherry Fowler,faculty,Professor of the Practice,https://orcid.org/0000-0002-3714-6121,Poole College of Management,"Information Technology, Analytics, & Operations","Information Technology, Analytics, & Operations",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfortne,Brand Fortner,faculty,Teaching Professor,https://orcid.org/0000-0002-6487-5362,College of Sciences,Physics,Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sghosal,Subhashis Ghoshal,faculty,Professor,https://orcid.org/0000-0002-1710-9761,College of Sciences,Statistics,Statistics,55,31,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
segarrig,Shelley Garrigan,faculty,Professor,https://orcid.org/0009-0005-1415-5593,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mafenn2,Molly Fenn,faculty,Teaching Professor,https://orcid.org/0000-0003-2434-9509,College of Sciences,Mathematics,Mathematics,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjfeduko,Casie Fedukovich,faculty,Assoc Professor,,College of Humanities and Social Sciences,English,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ekwrigh2,Beth Fath,faculty,Teaching Professor and Associate Department Head,,University College,Music,Physical Education; Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sefenton,Sue Fenton,faculty,Chief Admin Major Cntr/Inst AD,https://orcid.org/0000-0002-8956-398X,Interdisciplinary Programs,Center for Human Health and the Environment ,Biological Sciences; Office of Research and Innovation; Center for Human Health and the Environment ; Toxicology Programs,151,99,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0
kmfoody,Kathleen Foody,faculty,Assoc Professor,https://orcid.org/0009-0008-7997-3708,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mbfisher,Matthew Fisher,faculty,Professor,https://orcid.org/0000-0002-3212-0870,College of Engineering,Biomedical Engineering,Biomedical Engineering; Translational Predictive Biology; Biomedical Engineering; Comparative Medicine Institute,129,55,0,0,26,0,15,0,0,0,1,0,0,0,0,0,0,0,0
xfang3,Xiaomeng Fang,faculty,Asst Professor,https://orcid.org/0000-0003-4077-5639,Wilson College of Textiles,"Textile Engineering, Chemistry and Science","Textile Engineering, Chemistry and Science; Center for Research on Textile Protection and Comfort; Advanced Self Powered Systems of Sensors and Technologies Center",34,11,0,0,12,0,0,1,0,0,1,0,7,1,0,0,0,0,0
hfell,Harrison Fell,faculty,Professor,https://orcid.org/0000-0002-5749-3040,College of Agriculture and Life Sciences,Agricultural and Resource Economics,Agricultural and Resource Economics; Energy Collaborative; Agricultural and Resource Economics; Center for Environmental and Resource Economic Policy; Coastal Resilience and Sustainability Initiative; Global One Health Academy; Agricultural and Resource Economics; Sustainable Energy Systems and Policy,32,12,1,0,1,0,0,0,11,7,12,2,6,6,11,0,0,0,0
adferna2,April Fernandes,faculty,Assoc Professor,https://orcid.org/0000-0002-7948-7637,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,15,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0
esfalk,Lisa Falk,faculty,Assoc Teaching Professor,https://orcid.org/0000-0001-9093-1981,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences",5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
scfergus,Stephen Ferguson,faculty,Professor,https://orcid.org/0009-0005-7872-9322,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jfflore2,Jason Flores,faculty,Assoc Teaching Professor,,College of Sciences,Biological Sciences,Biological Sciences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slfranc2,Stephanie Francis,faculty,"Director of Practicum Education, Senior Lecturer",,College of Humanities and Social Sciences,Social Work,Social Work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sbfreita,Sandria Freitag,faculty,Assoc Teaching Professor,,College of Humanities and Social Sciences,History,History,29,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
erfeuer,Beth Feuer,faculty,Asst Teaching Professor,,College of Education,Teacher Education and Learning Sciences,Teacher Education and Learning Sciences,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enford,Ericka Ford,faculty,Assoc Professor,,Wilson College of Textiles,"Textile Engineering, Chemistry and Science","Textile Engineering, Chemistry and Science",32,11,0,0,3,0,0,3,1,0,0,0,0,5,2,0,0,0,0
pcfyfe,Paul Fyfe,faculty,Professor,https://orcid.org/0000-0001-9481-0730,College of Humanities and Social Sciences,English,English,34,12,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
raflinch,Russell Flinchum,faculty,Assoc Professor,https://orcid.org/0009-0007-6977-8135,College of Design,Graphic Design & Industrial Design,Graphic Design & Industrial Design,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efpearso,Erin Frey,faculty,Asst Teaching Professor,https://orcid.org/0000-0003-1773-525X,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences; Comparative Medicine Institute; Clinical Sciences; Clinical Sciences; Global One Health Academy,28,12,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
agfikes,Audrey Fikes,faculty,Asst Teaching Professor,https://orcid.org/0000-0003-4034-6260,College of Sciences,Chemistry,Chemistry; Comparative Medicine Institute,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jwfulle3,Jarrett Fuller,faculty,Asst Professor,,College of Design,Graphic Design & Industrial Design,Graphic Design & Industrial Design,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nfrazie2,Nishani Frazier,faculty,Professor,https://orcid.org/0000-0002-4802-7689,College of Humanities and Social Sciences,History,History,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jfujiok,Junko Fujioka,faculty,Special,,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfowler2,Daniel Fowler,faculty,Asst Teaching Professor,,College of Sciences,Chemistry,Chemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baforbe2,Brianna Forbes,faculty,Asst Teaching Professor,,University College,Music,Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgorgero,Marsha Gordon,faculty,Professor,https://orcid.org/0000-0002-1969-4597,College of Humanities and Social Sciences,English,English,88,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
pdgarcia,Paul Garcia,faculty,Director of Bands,,University College,Music,Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcallah,Benjamin Callahan,faculty,Assoc Professor,https://orcid.org/0000-0002-8752-117X,College of Veterinary Medicine,Population Health and Pathobiology,Veterinary Medical Science; Population Health and Pathobiology; Population Health and Pathobiology; Genetics and Genomics Academy; Population Health and Pathobiology; Comparative Medicine Institute; Population Health and Pathobiology; Microbiomes and Complex Microbial Communities; Bioinformatics Research Center,57,43,0,1,26,0,1,0,0,0,0,0,0,0,1,2,2,0,0
falvesc,Felipe Carvalho da Silva,faculty,Asst Professor,https://orcid.org/0000-0002-9189-0912,College of Agriculture and Life Sciences,Animal Science,Animal Science; Global One Health Academy,45,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kkcole2,Kirsti Cole,faculty,Professor,https://orcid.org/0000-0002-3202-3114,College of Humanities and Social Sciences,English,English,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ckclinto,Carter Clinton,faculty,Asst Professor,https://orcid.org/0000-0003-2669-8200,College of Sciences,Biological Sciences,Biological Sciences; Biological Sciences; Global One Health Academy; Genetics and Genomics Academy,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcarte22,Darius Carter,faculty,Asst Professor,https://orcid.org/0000-0002-3059-4319,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ichoi5,Iseul Choi,faculty,Asst Professor,https://orcid.org/0000-0001-8640-5540,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Political Science & Public Administration [in the School of Public and International Affairs],5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nchatur2,Neha Chaturvedi,faculty,Asst Research Professor,,College of Engineering,Electrical and Computer Engineering,Materials Science and Engineering,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ecengiz,Ezgi Cengiz,faculty,Asst Professor,https://orcid.org/0000-0001-6091-2579,College of Agriculture and Life Sciences,Agricultural and Resource Economics,Agricultural and Resource Economics,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lelangst,Lonny Carter,faculty,Asst Teaching Professor,,Wilson College of Textiles,"Textile and Apparel, Technology and Management","Textile and Apparel, Technology and Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gconant,Gavin Conant,faculty,Professor,https://orcid.org/0000-0002-8677-4933,College of Sciences,Biological Sciences,Biological Sciences; Genetics and Genomics Academy; Bioinformatics Research Center,93,62,0,1,6,0,0,0,0,0,0,0,0,0,22,0,18,0,0
cgcampb2,Crystal Campbell,faculty,Senior Lecturer,https://orcid.org/0009-0002-5873-2784,College of Humanities and Social Sciences,Social Work,Social Work,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ychen286,Ying-Ju Chen,faculty,Lecturer,,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dwdereu,Darrin DeReu,faculty,Senior Lecturer,,NC State Administration and Offices,Physical Education,Physical Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nccrook,Nathan Crook,faculty,Assoc Professor,https://orcid.org/0000-0001-6165-1972,College of Engineering,Chemical and Biomolecular Engineering,Genetics and Genomics Academy; Comparative Medicine Institute; Center for Human Health and the Environment ; Center for Integrated Fungal Research; Chemical and Biomolecular Engineering; Chemical and Biomolecular Engineering; Microbiomes and Complex Microbial Communities; Chemical and Biomolecular Engineering; Genetic Engineering and Society Center; Global One Health Academy,54,35,0,0,21,0,0,3,0,0,0,0,3,3,0,3,0,0,0
bcclift,Bryan Clift,faculty,Asst Professor,https://orcid.org/0000-0001-6493-6017,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management; Global One Health Academy",51,21,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ycidrui,Yairon Cid Ruiz,faculty,Asst Professor,https://orcid.org/0000-0002-0941-4248,College of Sciences,Mathematics,Mathematics,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akcrews,Alexandria Crews,faculty,Lecturer,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdelgad,Cesar Delgado,faculty,Assoc Professor,https://orcid.org/0000-0002-8873-9920,College of Education,"Science, Technology, Engineering, & Mathematics Education","Science, Technology, Engineering, & Mathematics Education",59,12,0,0,3,15,2,0,0,0,1,2,0,1,1,0,0,0,0
ddavis6,Dennis Davis,faculty,Professor,https://orcid.org/0000-0003-2114-2860,College of Education,Teacher Education and Learning Sciences,Education; Teacher Education and Learning Sciences,50,18,0,0,0,19,1,0,0,0,1,1,1,1,0,0,0,0,0
tadrake,Timothy Drake,faculty,Assoc Professor,https://orcid.org/0000-0002-6157-2219,College of Education,"Educational Leadership, Policy, and Human Development","Education; Educational Leadership, Policy, and Human Development",93,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
jwduggin,Jonathan Duggins,faculty,Associate Teaching Professor,https://orcid.org/0000-0003-1427-6094,College of Sciences,Statistics,Statistics,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anduca,Alina Duca,faculty,Director of Undergraduate Programs in Mathematics | Teaching Professor,,College of Sciences,Mathematics,Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ardequei,Anderson de Queiroz,faculty,Assoc Professor,https://orcid.org/0000-0002-7770-3439,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Global One Health Academy",71,25,0,0,1,0,0,7,27,0,12,0,18,0,22,6,0,0,0
madiacon,Mihai Diaconeasa,faculty,Associate Professor and Associate Department Head,https://orcid.org/0000-0002-4886-2094,College of Engineering,Nuclear Engineering,Nuclear Engineering; Coastal Resilience and Sustainability Initiative,138,28,0,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0
cdavis24,Catherine Davis,faculty,Assoc Professor,https://orcid.org/0000-0003-4279-5369,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences",38,30,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0
kdembek,Katarzyna Dembek,faculty,Assoc Professor,https://orcid.org/0000-0002-8499-5054,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,19,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fduarte,Fernanda Duarte,faculty,Asst Professor,https://orcid.org/0000-0001-5280-0809,College of Humanities and Social Sciences,Communication,Communication,58,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmdemarc,Laura DeMarco,faculty,Asst Professor,,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,5,2,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,4,0
aercume,Ayse Ercumen,faculty,Assoc Professor,https://orcid.org/0000-0001-6002-1514,College of Natural Resources,Forestry and Environmental Resources,"Forestry and Environmental Resources; Global Water, Sanitation and Hygiene; Forestry and Environmental Resources; Center for Human Health and the Environment ; Coastal Resilience and Sustainability Initiative; Forestry and Environmental Resources; Global One Health Academy",137,72,0,0,45,0,0,31,0,0,0,0,30,0,1,31,0,0,0
aeroglu,Abdulkerim Eroglu,faculty,Asst Professor,https://orcid.org/0000-0001-5350-450X,College of Agriculture and Life Sciences,Kannapolis Research,Kannapolis Research; Kannapolis Research; Comparative Medicine Institute; Genetics and Genomics Academy,25,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmwillia,Mary Elting,faculty,Assoc Professor,https://orcid.org/0000-0002-1662-9802,College of Sciences,Physics,Physics,46,30,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0
menomot,Masataka Enomoto,faculty,Asst Research Professor,https://orcid.org/0000-0003-2516-635X,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences,28,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mestrad,Mary Estrada,faculty,Senior Lecturer,https://orcid.org/0000-0002-9744-0621,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andaught,Ashley Everette,faculty,"Associate Director, Undergraduate Student Support and Lecturer",,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llfoster,Lori Foster,faculty,Professor,,College of Humanities and Social Sciences,Psychology,Psychology; Psychology,47,5,1,1,8,10,2,0,0,1,2,1,0,1,1,1,1,0,0
