uid,name,shib_role,shib_title,orcid,college,department,nc_state_affiliations,works_count,open_access_works_count,sdg_work_count_by_wos_1,sdg_work_count_by_wos_2,sdg_work_count_by_wos_3,sdg_work_count_by_wos_4,sdg_work_count_by_wos_5,sdg_work_count_by_wos_6,sdg_work_count_by_wos_7,sdg_work_count_by_wos_8,sdg_work_count_by_wos_9,sdg_work_count_by_wos_10,sdg_work_count_by_wos_11,sdg_work_count_by_wos_12,sdg_work_count_by_wos_13,sdg_work_count_by_wos_14,sdg_work_count_by_wos_15,sdg_work_count_by_wos_16,sdg_work_count_by_wos_17
rfarer,Raoul Farer,faculty,Special,https://orcid.org/0009-0000-2602-6397,Wilson College of Textiles,"Textile and Apparel, Technology and Management","Textile and Apparel, Technology and Management; Textile Engineering, Chemistry and Science; N.C. Plant Sciences Initiative",10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dxlascel,Benedict Lascelles,faculty,Professor,https://orcid.org/0000-0002-2950-9009,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences; Comparative Medicine Institute,397,111,0,1,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ngcosco,Nilda Cosco,faculty,Research Professor,https://orcid.org/0000-0003-4199-1851,College of Design,College of Design Administration,Landscape Architecture and Environmental Planning,31,10,0,0,15,1,0,0,0,0,0,0,4,0,0,0,0,0,0
ljunruh,Lori Unruh Snyder,faculty,Assoc Professor,https://orcid.org/0000-0001-8968-0126,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences,9,2,0,2,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0
aryoung,Albert Young,faculty,Professor,https://orcid.org/0000-0002-7326-7414,College of Sciences,Physics,Physics,360,110,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mtanigu,Masahiko Taniguchi,faculty,Assoc Research Professor,https://orcid.org/0000-0003-3735-0584,College of Sciences,Chemistry,Chemistry,144,35,0,0,92,0,0,0,1,0,0,0,0,0,0,1,0,0,0
aihawari,Ayman Hawari,faculty,Unpaid Faculty All Ranks,,College of Engineering,Nuclear Engineering,Nuclear Engineering; Nuclear Reactor Program,71,19,0,0,0,0,0,2,9,0,2,0,24,0,2,0,0,0,0
ldparks,Lisa Parks,faculty,Teaching Professor,https://orcid.org/0000-0002-6227-976X,College of Sciences,Biological Sciences,Biological Sciences,18,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dvzenkov,Dmitry Zenkov,faculty,Professor,,College of Sciences,Mathematics,Mathematics; Operations Research,17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rlblanto,Richard Blanton,faculty,Professor & Director of Plant Biology Graduate Programs,,College of Agriculture and Life Sciences,Plant and Microbial Biology,Plant and Microbial Biology; Genetics and Genomics Academy,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jftu,Juei Tu,faculty,Professor,,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,26,6,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
aanevzor,Alexander Nevzorov,faculty,Professor,,College of Sciences,Chemistry,Chemistry,43,16,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tfang2,Tiegang Fang,faculty,Professor and University Faculty Scholar,https://orcid.org/0000-0002-0283-0548,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,196,17,0,0,5,0,0,5,3,0,0,0,3,0,3,0,0,1,0
eghohmei,Emily Griffith,faculty,Professor of the Practice,https://orcid.org/0000-0002-9745-7722,College of Sciences,Statistics,Statistics; Center for Human Health and the Environment ; Data Science and AI Academy,98,51,0,5,64,1,3,1,0,0,0,1,0,4,3,5,6,0,0
skim22,Sung Woo Kim,faculty,WNR Distinguished Professor / Univ Faculty Scholar,https://orcid.org/0000-0003-4591-1943,College of Agriculture and Life Sciences,Animal Science,Animal Science; Global One Health Academy,1204,302,0,4,66,0,0,0,0,0,0,0,1,3,28,0,3,0,0
clmarian,Christopher Mariani,faculty,Professor,https://orcid.org/0000-0003-3228-6536,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences; Comparative Medicine Institute,84,40,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sesuter,Steven Suter,faculty,Professor (Medical Oncology),,College of Veterinary Medicine,Clinical Sciences,Clinical Sciences; Comparative Medicine Institute; Genetics and Genomics Academy,61,27,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
njmoore3,Nancy Moore,faculty,Assoc Teaching Professor,https://orcid.org/0009-0008-0160-6617,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owduckwo,Owen Duckworth,faculty,Professor,https://orcid.org/0000-0002-1453-7402,College of Agriculture and Life Sciences,Crop and Soil Sciences,"Coastal and Marine Sciences Program; Global Water, Sanitation and Hygiene; Center for Human Health and the Environment ; Crop and Soil Sciences; Center for Integrated Fungal Research; Crop and Soil Sciences; Science and Technologies for Phosphorus Sustainability Center; N.C. Plant Sciences Initiative",94,33,0,10,30,1,0,34,0,0,0,0,3,1,4,6,7,0,0
dbbuchwa,David Buchwalter,faculty,Professor,https://orcid.org/0000-0002-4372-1268,College of Sciences,Biological Sciences,Biological Sciences; Center for Environmental and Health Effects of PFAS; Biological Sciences; Toxicology Programs; Biological Sciences; Center for Human Health and the Environment ; Coastal Resilience and Sustainability Initiative,85,29,0,1,10,0,0,3,0,0,0,0,1,0,9,7,9,0,0
fscholl,Frank Scholle,faculty,Professor,https://orcid.org/0000-0002-1819-1496,College of Sciences,Biological Sciences,Comparative Medicine Institute; Biological Sciences; Biological Sciences; Global One Health Academy,41,27,0,0,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0
cvjordan,Chad Jordan,faculty,Alumni Distinguished Undergraduate Professor & Director of Plant Biology Undergraduate Programs,https://orcid.org/0000-0002-1780-9610,College of Agriculture and Life Sciences,Plant and Microbial Biology,Plant and Microbial Biology,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
xxu,Xu Xu,faculty,Assoc Professor,https://orcid.org/0000-0001-8790-3103,College of Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,Edward P. Fitts Department of Industrial & Systems Engineering,73,21,0,0,27,1,1,0,0,0,5,0,3,6,0,0,0,0,0
nmeskhi,Nicholas Meskhidze,faculty,Professor,https://orcid.org/0000-0001-5628-8777,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Coastal and Marine Sciences Program",163,56,0,0,38,0,0,0,0,0,0,0,38,0,50,12,0,0,0
glcomsto,Gary Comstock,faculty,Professor,https://orcid.org/0000-0003-3134-655X,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies; Climate Change and Society,309,37,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
sjbracke,Susan Barcinas,faculty,Assoc Professor,,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",12,1,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0
iakogan,Irina Kogan,faculty,Professor,https://orcid.org/0000-0001-8212-6296,College of Sciences,Mathematics,Mathematics,53,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
tmbarrie,Thomas Barrie,faculty,Professor,,College of Design,Architecture,Architecture,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0
gdcollin,Guy Collins,faculty,Professor,,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences,28,10,0,23,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0
sbhatta4,Subhashish Bhattacharya,faculty,Professor,https://orcid.org/0000-0001-9311-5744,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering; Energy Collaborative,680,50,0,0,0,0,0,0,207,0,0,0,3,0,2,0,0,0,0
swkullma,Seth Kullman,faculty,Professor,https://orcid.org/0000-0002-6029-2266,College of Sciences,Biological Sciences,Biological Sciences; Center for Environmental and Health Effects of PFAS; Biological Sciences; Genetics and Genomics Academy; Biological Sciences; Toxicology Programs; Center for Human Health and the Environment ,97,48,0,0,52,0,0,16,0,0,0,0,1,0,0,0,0,0,0
jnbocarr,Jason Bocarro,faculty,Professor,https://orcid.org/0000-0002-0017-0574,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management; Parks, Recreation and Tourism Management; Global One Health Academy",104,18,0,0,45,1,0,0,0,0,0,0,12,0,0,0,0,0,0
hluo2,Hong Luo,faculty,Professor,,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,70,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xgu,Xiaohui Gu,faculty,Professor,,College of Engineering,Computer Science,Computer Science,35,9,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0
magrimme,Marc Grimmett,faculty,Professor,,College of Education,"Educational Leadership, Policy, and Human Development","Teacher Education and Learning Sciences; Educational Leadership, Policy, and Human Development",11,1,0,0,8,0,3,0,0,0,0,2,0,0,0,0,0,1,0
kmathur,Kavita Mathur,faculty,Director Of Graduate Programs,https://orcid.org/0000-0002-6807-0545,Wilson College of Textiles,"Textile and Apparel, Technology and Management","Textile and Apparel, Technology and Management; Coastal Resilience and Sustainability Initiative; Global One Health Academy",46,12,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0
rmdodswo,Robin Dodsworth,faculty,Professor,https://orcid.org/0000-0002-7734-8334,College of Humanities and Social Sciences,English,English,40,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dmberube,David Berube,faculty,Professor,https://orcid.org/0000-0001-6751-0417,College of Humanities and Social Sciences,Communication,Communication; Communication Rhetoric and Digital Media; Genetic Engineering and Society; Climate Change and Society; Genetic Engineering and Society Center,25,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0
jlheitma,Josh Heitman,faculty,"William Neal Reynolds Professor, Alumni Distinguished Graduate Professor",https://orcid.org/0000-0002-8708-0693,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences; Coastal Resilience and Sustainability Initiative,191,86,0,61,4,0,0,43,30,0,4,0,4,4,113,74,47,0,0
dcdorman,David Dorman,faculty,Professor,,College of Veterinary Medicine,Molecular Biomedical Sciences,College of Veterinary Medicine - General; Comparative Medicine Institute; Molecular Biomedical Sciences; Molecular Biomedical Sciences; Molecular Biomedical Sciences; Center for Human Health and the Environment ,109,39,0,0,66,3,0,0,0,0,0,0,9,0,0,0,0,0,0
mkanters,Michael Kanters,faculty,Professor,,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management",25,9,0,0,17,0,0,0,0,0,1,0,3,0,1,1,1,0,0
jmcasper,Jonathan Casper,faculty,Professor,https://orcid.org/0000-0002-9452-3755,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management; KIETS Climate Leaders Program; Global One Health Academy",112,21,0,9,25,9,0,1,0,0,5,1,8,9,11,11,10,0,0
pojiamb,Peter Ojiambo,faculty,Professor,https://orcid.org/0000-0002-0984-2760,College of Agriculture and Life Sciences,Entomology and Plant Pathology,Entomology and Plant Pathology; Center for Integrated Fungal Research; Center for Geospatial Analytics,117,66,0,19,8,0,0,0,0,0,0,0,0,0,20,0,1,0,0
akhowar5,Anna Howard,faculty,Teaching Professor,https://orcid.org/0000-0003-0207-6757,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,27,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jdbohlma,Jonathan Bohlmann,faculty,Head,https://orcid.org/0000-0003-1534-7085,Poole College of Management,Marketing,"Management, Innovation and Entrepreneurship; Global Water, Sanitation and Hygiene",20,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
cjthomas,Carrie Thomas,faculty,Teaching Professor,https://orcid.org/0000-0003-1260-7048,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Coastal and Marine Sciences Program",24,5,0,0,0,1,0,1,0,0,0,0,0,0,3,15,0,0,0
jklee,John Lee,faculty,"Assoc/Asst Dean, Education",https://orcid.org/0000-0003-1534-6824,College of Education,College of Education Administration,Chemistry; Teacher Education and Learning Sciences; Education,24,4,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0
jllubisc,Jane Lubischer,faculty,Teaching Professor; Coordinator of HB Concentration in BioSci,https://orcid.org/0000-0003-4905-3229,College of Sciences,Biological Sciences,Biological Sciences,25,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaharfou,Khaled Abdel Harfoush,faculty,Assoc Professor,,College of Engineering,Computer Science,Computer Science,22,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
amjohns2,Amy Johnson,faculty,Assoc Professor,https://orcid.org/0000-0003-4655-0537,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences,12,5,0,4,0,0,0,0,2,0,0,0,0,0,4,2,2,0,0
strived,Shweta Trivedi,faculty,Teaching Professor,,College of Agriculture and Life Sciences,Animal Science,Molecular Biomedical Sciences; Animal Science,14,9,0,0,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0
arabiei,Afsaneh Rabiei,faculty,Professor,https://orcid.org/0000-0002-1091-424X,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,230,48,0,0,18,0,0,0,0,0,0,0,34,1,0,0,0,0,0
rhhaefen,Roger von Haefen,faculty,Professor,https://orcid.org/0000-0002-5604-8754,College of Agriculture and Life Sciences,Agricultural and Resource Economics,"Agricultural and Resource Economics; Global Water, Sanitation and Hygiene; Agricultural and Resource Economics; Center for Environmental and Resource Economic Policy; Coastal Resilience and Sustainability Initiative",44,14,0,0,21,0,0,1,4,4,4,0,0,4,4,0,0,0,0
mdwalker,Mark Walker,faculty,Head,,Poole College of Management,Finance,Finance,19,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
relmkc,Mary Cunningham,faculty,Assoc Professor,,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies; Genetic Engineering and Society,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seyuter,Sandra Yuter,faculty,Distinguished Professor,https://orcid.org/0000-0002-3222-053X,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Center for Geospatial Analytics; Comparative Medicine Institute",101,70,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
bnbakalo,Bojko Bakalov,faculty,Professor,https://orcid.org/0000-0003-4630-6120,College of Sciences,Mathematics,Mathematics,49,38,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
lacartee,Lianne Cartee,faculty,Teaching Professor,https://orcid.org/0009-0009-2227-3791,College of Engineering,Biomedical Engineering,Biomedical Engineering,14,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aaiyyer,Anantha Aiyyer,faculty,Professor,https://orcid.org/0000-0002-9706-956X,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences; Coastal Resilience and Sustainability Initiative",46,39,0,0,3,0,0,0,0,0,0,0,3,0,32,0,0,0,0
jtascenc,Trino Ascencio-Ibanez,faculty,Teaching Professor,,College of Agriculture and Life Sciences,Molecular and Structural Biochemistry,Molecular and Structural Biochemistry; Genetics and Genomics Academy,25,19,0,18,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0
fmeille,Flora Meilleur,faculty,Professor,https://orcid.org/0000-0001-9313-8989,College of Agriculture and Life Sciences,Molecular and Structural Biochemistry,Molecular and Structural Biochemistry; Comparative Medicine Institute,97,58,0,2,17,2,0,2,10,0,0,0,0,12,4,0,0,0,0
idiazmu,Ilenys Perez Diaz,faculty,Unpaid Research Scholar,,College of Agriculture and Life Sciences,"Food, Bioprocessing, and Nutrition Sciences","Food, Bioprocessing, and Nutrition Sciences",38,7,0,0,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0
glmille3,Grady Miller,faculty,Professor,https://orcid.org/0000-0003-4363-3388,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences; Center for Turfgrass Environmental Research and Education,998,26,0,41,0,0,0,8,0,0,0,0,0,0,9,8,5,0,0
ctfriend,Craig Friend,faculty,Professor,https://orcid.org/0009-0001-8683-6743,College of Humanities and Social Sciences,History,History,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cezucker,Cynthia Zuckerman Hyman,faculty,Senior Lecturer,,College of Humanities and Social Sciences,Communication,Communication,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nreadin,Nathan Reading,faculty,Professor,https://orcid.org/0000-0003-0768-7872,College of Sciences,Mathematics,Mathematics,70,39,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0
tabirkla,Thomas Birkland,faculty,"Professor, Public Administration",https://orcid.org/0000-0003-3073-8471,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Coastal and Marine Sciences Program; College of Humanities and Social Sciences Administration; College of Humanities and Social Sciences Administration; Global One Health Academy,108,13,0,7,6,0,1,2,0,1,2,1,7,0,8,7,5,0,0
dpwarsin,Donald Warsing,faculty,Assoc Professor,https://orcid.org/0000-0002-1306-6477,Poole College of Management,"Information Technology, Analytics, & Operations","Operations Research; Center for Additive Manufacturing and Logistics; Edward P. Fitts Department of Industrial & Systems Engineering; Information Technology, Analytics, & Operations",37,6,0,0,0,1,0,0,0,0,4,0,2,10,0,0,0,0,0
bjreadin,Benjamin Reading,faculty,Professor,https://orcid.org/0000-0002-0778-4069,College of Agriculture and Life Sciences,Applied Ecology,Applied Ecology; Applied Ecology; Genetics and Genomics Academy; Coastal Resilience and Sustainability Initiative; Global One Health Academy,65,34,0,2,18,0,0,1,0,0,0,0,0,0,2,30,4,0,0
crosslnd,Cathy Crossland,faculty,Professor,,College of Education,Teacher Education and Learning Sciences,Teacher Education and Learning Sciences; Education,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
rmrejesu,Roderick Rejesus,faculty,Professor,,College of Agriculture and Life Sciences,Agricultural and Resource Economics,Agricultural and Resource Economics; Genetic Engineering and Society; Coastal Resilience and Sustainability Initiative; N.C. Plant Sciences Initiative; Agricultural and Resource Economics; Genetic Engineering and Society Center,74,25,17,40,3,0,0,3,1,6,2,2,1,0,28,13,3,0,6
kmitchel,Karlyn Mitchell,faculty,Assoc Professor,https://orcid.org/0000-0002-9364-6745,Poole College of Management,Finance,Finance; Economics,18,3,2,0,0,0,1,0,0,4,2,1,0,0,0,0,0,0,4
brdaniel,Bartley Danielsen,faculty,Assoc Professor,,Poole College of Management,Finance,Finance,8,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
